Data;Estados;Categoria de Produtos;Fam°lia de Produtos; Receita ; Valor Devoluá∆o ;Quantidade de venda;Quantidade Devoluá∆o; Custo ; Quantidade de NFs ;Quantidade de Clientes;
12/07/2025;AM;PEÄAS - LINHA LEVE;MOTOR; R$ 31.271,75 ; R$ 4.498,39 ;346;20; R$ 21.181,76 ; 265,00 ;131;
12/07/2025;AM;PEÄAS - LINHA LEVE;OUTROS; R$ 145,66 ; R$ -   ;7;0; R$ 109,83 ; 3,00 ;3;
12/07/2025;AM;PEÄAS - LINHA LEVE;PAINEL; R$ 387,19 ; R$ -   ;2;0; R$ 375,81 ; 2,00 ;2;
12/07/2025;AM;PEÄAS - LINHA LEVE;PARTIDA; R$ 3.242,66 ; R$ -   ;20;0; R$ 2.034,00 ; 20,00 ;16;
12/07/2025;AM;PEÄAS - LINHA LEVE;PNEUMµTICO; R$ 906,69 ; R$ -   ;15;0; R$ 588,93 ; 11,00 ;10;
12/07/2025;AM;PEÄAS - LINHA LEVE;POLIAS E TENSORES; R$ 4.495,70 ; R$ 212,39 ;72;4; R$ 2.853,99 ; 66,00 ;49;
12/07/2025;AM;PEÄAS - LINHA LEVE;REFRIGERACAO; R$ 11.438,83 ; R$ -   ;10;0; R$ 7.641,56 ; 10,00 ;9;
12/07/2025;AM;PEÄAS - LINHA LEVE;REPARO; R$ 2.094,27 ; R$ 385,73 ;7;2; R$ 1.503,80 ; 10,00 ;8;
12/07/2025;AM;PEÄAS - LINHA LEVE;RODA; R$ 473,12 ; R$ -   ;8;0; R$ 292,21 ; 7,00 ;7;
12/07/2025;AM;PEÄAS - LINHA LEVE;ROLAMENTO; R$ 5.416,15 ; R$ 130,50 ;82;3; R$ 3.388,96 ; 63,00 ;46;
12/07/2025;AM;PEÄAS - LINHA LEVE;SEGURANÄA; R$ 58,24 ; R$ -   ;1;0; R$ 25,44 ; 1,00 ;1;
12/07/2025;AM;PEÄAS - LINHA LEVE;SENSORES; R$ 18.185,08 ; R$ 367,60 ;122;5; R$ 11.410,02 ; 118,00 ;71;
12/07/2025;AM;PEÄAS - LINHA LEVE;SUSPENS«O; R$ 180.590,94 ; R$ 8.778,92 ;1811;79; R$ 109.869,81 ; 800,00 ;283;
12/07/2025;AM;PEÄAS - LINHA LEVE;TERMINAL; R$ 349,16 ; R$ -   ;19;0; R$ 184,11 ; 14,00 ;11;
12/07/2025;AM;PEÄAS - LINHA LEVE;TINTAS E REVESTIMENTOS; R$ 159,80 ; R$ -   ;1;0; R$ 93,62 ; 1,00 ;1;
12/07/2025;AM;PEÄAS - LINHA LEVE;TRANSMISS«O; R$ 142.959,16 ; R$ 9.983,67 ;1131;66; R$ 89.510,71 ; 842,00 ;308;
12/07/2025;AM;PEÄAS - LINHA LEVE;TURBOALIMENTAÄ«O; R$ 765,17 ; R$ -   ;5;0; R$ 590,08 ; 5,00 ;5;
12/07/2025;AM;PEÄAS - LINHA LEVE;UNIVERSAL; R$ 1.548,20 ; R$ -   ;21;0; R$ 980,78 ; 12,00 ;11;
12/07/2025;AM;PEÄAS - LINHA LEVE;VµLVULAS; R$ 8.571,67 ; R$ 280,62 ;116;1; R$ 5.386,71 ; 79,00 ;49;
12/07/2025;AM;PEÄAS - LINHA LEVE;VEDAÄ«O; R$ 1.290,99 ; R$ -   ;51;0; R$ 798,30 ; 24,00 ;20;
13/07/2025;AM;PEÄAS - LINHA LEVE;; R$ 610,00 ; R$ -   ;4;0; R$ 346,56 ; 1,00 ;1;
13/07/2025;AM;PEÄAS - LINHA LEVE;A CLASSIFICAR; R$ 538,44 ; R$ 64,30 ;3;1; R$ 324,87 ; 4,00 ;3;
13/07/2025;AM;PEÄAS - LINHA LEVE;ACESS‡RIOS; R$ 415,49 ; R$ -   ;4;0; R$ 226,66 ; 4,00 ;3;
13/07/2025;AM;PEÄAS - LINHA LEVE;ADMISS«O; R$ 48,49 ; R$ -   ;1;0; R$ 21,75 ; 1,00 ;1;
13/07/2025;AM;PEÄAS - LINHA LEVE;ALIMENTAÄ«O; R$ 4.415,53 ; R$ -   ;24;0; R$ 2.785,83 ; 22,00 ;10;
13/07/2025;AM;PEÄAS - LINHA LEVE;ARREFECIMENTO; R$ 507,40 ; R$ -   ;7;0; R$ 277,98 ; 7,00 ;3;
13/07/2025;AM;PEÄAS - LINHA LEVE;CARROCERIA; R$ 1.343,57 ; R$ 400,32 ;16;2; R$ 842,80 ; 18,00 ;9;
13/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR; R$ 415,77 ; R$ -   ;3;0; R$ 243,03 ; 3,00 ;3;
13/07/2025;AM;PEÄAS - LINHA LEVE;DIREÄ«O; R$ 1.049,14 ; R$ 65,00 ;17;1; R$ 541,77 ; 13,00 ;5;
13/07/2025;AM;PEÄAS - LINHA LEVE;DISTRIBUIÄ«O; R$ 212,00 ; R$ -   ;2;0; R$ 116,62 ; 1,00 ;1;
13/07/2025;AM;PEÄAS - LINHA LEVE;ELêTRICA; R$ 2.939,67 ; R$ -   ;34;0; R$ 1.810,72 ; 19,00 ;5;
13/07/2025;AM;PEÄAS - LINHA LEVE;EXAUST«O; R$ 302,92 ; R$ -   ;6;0; R$ 162,29 ; 5,00 ;3;
13/07/2025;AM;PEÄAS - LINHA LEVE;FIXAÄ«O; R$ 594,06 ; R$ -   ;13;0; R$ 356,70 ; 5,00 ;4;
13/07/2025;AM;PEÄAS - LINHA LEVE;FREIOS; R$ 769,03 ; R$ -   ;8;0; R$ 424,30 ; 5,00 ;2;
13/07/2025;AM;PEÄAS - LINHA LEVE;HIDRµULICO; R$ 61,16 ; R$ -   ;2;0; R$ 35,02 ; 1,00 ;1;
13/07/2025;AM;PEÄAS - LINHA LEVE;IGNIÄ«O; R$ 2.514,32 ; R$ -   ;20;0; R$ 1.450,90 ; 15,00 ;5;
13/07/2025;AM;PEÄAS - LINHA LEVE;ILUMINAÄ«O; R$ 1.883,65 ; R$ -   ;73;0; R$ 989,62 ; 31,00 ;4;
13/07/2025;AM;PEÄAS - LINHA LEVE;INJEÄ«O; R$ 628,65 ; R$ -   ;7;0; R$ 351,18 ; 7,00 ;5;
13/07/2025;AM;PEÄAS - LINHA LEVE;LUBRIFICAÄ«O; R$ 1.197,48 ; R$ -   ;8;0; R$ 732,64 ; 8,00 ;5;
13/07/2025;AM;PEÄAS - LINHA LEVE;MANGUEIRAS; R$ 178,63 ; R$ -   ;4;0; R$ 93,62 ; 4,00 ;2;
13/07/2025;AM;PEÄAS - LINHA LEVE;MATERIAIS E ACABAMENTOS; R$ 18,00 ; R$ -   ;1;0; R$ 8,78 ; 1,00 ;1;
13/07/2025;AM;PEÄAS - LINHA LEVE;MEDIDORES; R$ 158,90 ; R$ -   ;2;0; R$ 85,96 ; 2,00 ;2;
13/07/2025;AM;PEÄAS - LINHA LEVE;MOTOR; R$ 1.107,11 ; R$ -   ;28;0; R$ 639,93 ; 19,00 ;4;
13/07/2025;AM;PEÄAS - LINHA LEVE;PARTIDA; R$ 1.572,34 ; R$ -   ;4;0; R$ 1.061,17 ; 4,00 ;4;
13/07/2025;AM;PEÄAS - LINHA LEVE;PNEUMµTICO; R$ 215,00 ; R$ -   ;2;0; R$ 130,46 ; 2,00 ;2;
13/07/2025;AM;PEÄAS - LINHA LEVE;POLIAS E TENSORES; R$ 189,87 ; R$ 120,78 ;4;1; R$ 100,92 ; 6,00 ;5;
13/07/2025;AM;PEÄAS - LINHA LEVE;REPARO; R$ 301,79 ; R$ -   ;3;0; R$ 172,73 ; 3,00 ;2;
13/07/2025;AM;PEÄAS - LINHA LEVE;RODA; R$ 356,27 ; R$ -   ;2;0; R$ 137,37 ; 2,00 ;2;
13/07/2025;AM;PEÄAS - LINHA LEVE;ROLAMENTO; R$ 477,50 ; R$ -   ;7;0; R$ 265,22 ; 5,00 ;3;
13/07/2025;AM;PEÄAS - LINHA LEVE;SENSORES; R$ 596,40 ; R$ -   ;10;0; R$ 356,66 ; 10,00 ;5;
13/07/2025;AM;PEÄAS - LINHA LEVE;SUSPENS«O; R$ 11.846,68 ; R$ 201,00 ;120;2; R$ 6.659,09 ; 63,00 ;13;
13/07/2025;AM;PEÄAS - LINHA LEVE;TERMINAL; R$ 59,20 ; R$ -   ;3;0; R$ 29,07 ; 3,00 ;2;
13/07/2025;AM;PEÄAS - LINHA LEVE;TRANSMISS«O; R$ 13.382,05 ; R$ 728,32 ;120;6; R$ 7.626,44 ; 96,00 ;21;
13/07/2025;AM;PEÄAS - LINHA LEVE;UNIVERSAL; R$ 159,17 ; R$ -   ;3;0; R$ 85,39 ; 3,00 ;2;
13/07/2025;AM;PEÄAS - LINHA LEVE;VµLVULAS; R$ 1.083,45 ; R$ -   ;15;0; R$ 643,83 ; 12,00 ;5;
13/07/2025;AM;PEÄAS - LINHA LEVE;VEDAÄ«O; R$ 132,27 ; R$ -   ;6;0; R$ 71,28 ; 3,00 ;2;
14/07/2025;AM;PEÄAS - LINHA LEVE;; R$ 1.618,85 ; R$ 174,68 ;8;2; R$ 1.132,04 ; 8,00 ;8;
14/07/2025;AM;PEÄAS - LINHA LEVE;A CLASSIFICAR; R$ 3.204,48 ; R$ 264,60 ;33;2; R$ 2.213,48 ; 31,00 ;29;
14/07/2025;AM;PEÄAS - LINHA LEVE;ACESS‡RIOS; R$ 6.838,98 ; R$ 174,78 ;70;2; R$ 4.235,33 ; 55,00 ;42;
14/07/2025;AM;PEÄAS - LINHA LEVE;ADMISS«O; R$ 884,00 ; R$ -   ;2;0; R$ 482,38 ; 2,00 ;2;
14/07/2025;AM;PEÄAS - LINHA LEVE;ALIMENTAÄ«O; R$ 19.745,99 ; R$ 1.738,19 ;155;9; R$ 12.549,60 ; 150,00 ;87;
14/07/2025;AM;PEÄAS - LINHA LEVE;ARREFECIMENTO; R$ 13.739,67 ; R$ 250,24 ;105;2; R$ 8.433,33 ; 101,00 ;68;
14/07/2025;AM;PEÄAS - LINHA LEVE;BOMBAS DE VµCUO; R$ 867,58 ; R$ -   ;1;0; R$ 624,50 ; 1,00 ;1;
14/07/2025;AM;PEÄAS - LINHA LEVE;CARROCERIA; R$ 11.287,77 ; R$ 1.385,77 ;106;9; R$ 7.488,37 ; 110,00 ;73;
14/07/2025;AM;PEÄAS - LINHA LEVE;COMANDO DE VµLVULAS; R$ 535,55 ; R$ -   ;2;0; R$ 389,44 ; 2,00 ;2;
14/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES DE FIXAÄ«O; R$ 765,95 ; R$ -   ;7;0; R$ 457,02 ; 6,00 ;6;
14/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS CABINE; R$ 318,85 ; R$ -   ;2;0; R$ 197,85 ; 2,00 ;2;
14/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR; R$ 13.300,93 ; R$ 820,33 ;89;15; R$ 8.890,50 ; 94,00 ;72;
14/07/2025;AM;PEÄAS - LINHA LEVE;CONEX«O; R$ 402,25 ; R$ -   ;3;0; R$ 214,23 ; 3,00 ;2;
14/07/2025;AM;PEÄAS - LINHA LEVE;DIREÄ«O; R$ 24.393,46 ; R$ 1.913,31 ;424;20; R$ 14.570,49 ; 225,00 ;133;
14/07/2025;AM;PEÄAS - LINHA LEVE;DISTRIBUIÄ«O; R$ 1.499,97 ; R$ 760,27 ;4;1; R$ 1.080,98 ; 5,00 ;4;
14/07/2025;AM;PEÄAS - LINHA LEVE;ELêTRICA; R$ 37.446,85 ; R$ 3.452,10 ;381;21; R$ 24.308,98 ; 236,00 ;136;
14/07/2025;AM;PEÄAS - LINHA LEVE;ESTRIBO; R$ 759,14 ; R$ -   ;6;0; R$ 509,35 ; 6,00 ;6;
14/07/2025;AM;PEÄAS - LINHA LEVE;EXAUST«O; R$ 8.867,74 ; R$ 209,36 ;75;3; R$ 5.621,64 ; 68,00 ;48;
14/07/2025;AM;PEÄAS - LINHA LEVE;FECHAMENTO; R$ 1.708,83 ; R$ -   ;15;0; R$ 1.051,97 ; 7,00 ;7;
14/07/2025;AM;PEÄAS - LINHA LEVE;FERRAMENTAS; R$ 872,98 ; R$ 89,80 ;22;2; R$ 568,71 ; 20,00 ;16;
14/07/2025;AM;PEÄAS - LINHA LEVE;FIXAÄ«O; R$ 11.442,59 ; R$ 248,09 ;211;3; R$ 7.005,20 ; 113,00 ;66;
14/07/2025;AM;PEÄAS - LINHA LEVE;FREIOS; R$ 11.367,11 ; R$ 324,89 ;102;2; R$ 7.699,50 ; 76,00 ;55;
14/07/2025;AM;PEÄAS - LINHA LEVE;HIDRµULICO; R$ 900,09 ; R$ -   ;4;0; R$ 707,88 ; 4,00 ;4;
14/07/2025;AM;PEÄAS - LINHA LEVE;IGNIÄ«O; R$ 26.480,13 ; R$ 912,09 ;270;7; R$ 16.647,52 ; 183,00 ;101;
14/07/2025;AM;PEÄAS - LINHA LEVE;ILUMINAÄ«O; R$ 24.358,48 ; R$ 1.166,18 ;536;23; R$ 15.953,31 ; 279,00 ;108;
14/07/2025;AM;PEÄAS - LINHA LEVE;INDEFINIDO; R$ 81,90 ; R$ -   ;1;0; R$ 57,13 ; 1,00 ;1;
14/07/2025;AM;PEÄAS - LINHA LEVE;INJEÄ«O; R$ 25.108,58 ; R$ 714,61 ;145;2; R$ 17.276,19 ; 106,00 ;71;
14/07/2025;AM;PEÄAS - LINHA LEVE;LUBRIFICAÄ«O; R$ 6.935,02 ; R$ 232,12 ;42;2; R$ 4.378,33 ; 43,00 ;33;
14/07/2025;AM;PEÄAS - LINHA LEVE;MANGUEIRAS; R$ 4.389,25 ; R$ 270,72 ;85;6; R$ 2.704,28 ; 76,00 ;55;
14/07/2025;AM;PEÄAS - LINHA LEVE;MATERIAIS E ACABAMENTOS; R$ -   ; R$ 2.039,55 ;0;1; R$ -   ; 2,00 ;1;
14/07/2025;AM;PEÄAS - LINHA LEVE;MEDIDORES; R$ 311,88 ; R$ -   ;4;0; R$ 171,92 ; 4,00 ;4;
14/07/2025;AM;PEÄAS - LINHA LEVE;MOTOR; R$ 46.804,11 ; R$ 4.773,93 ;608;30; R$ 31.873,94 ; 378,00 ;174;
14/07/2025;AM;PEÄAS - LINHA LEVE;PAINEL; R$ 1.740,63 ; R$ -   ;4;0; R$ 1.313,71 ; 4,00 ;4;
14/07/2025;AM;PEÄAS - LINHA LEVE;PARTIDA; R$ 14.123,45 ; R$ -   ;42;0; R$ 9.501,93 ; 39,00 ;28;
14/07/2025;AM;PEÄAS - LINHA LEVE;PNEUMµTICO; R$ 1.836,14 ; R$ 48,81 ;17;1; R$ 1.265,86 ; 17,00 ;16;
14/07/2025;AM;PEÄAS - LINHA LEVE;POLIAS E TENSORES; R$ 7.434,74 ; R$ 251,92 ;90;3; R$ 4.837,31 ; 82,00 ;56;
14/07/2025;AM;PEÄAS - LINHA LEVE;REFRIGERACAO; R$ 15.765,20 ; R$ 2.500,72 ;14;3; R$ 11.010,28 ; 14,00 ;13;
14/07/2025;AM;PEÄAS - LINHA LEVE;REPARO; R$ 1.674,99 ; R$ 1.441,78 ;23;2; R$ 946,31 ; 19,00 ;18;
14/07/2025;AM;PEÄAS - LINHA LEVE;RODA; R$ 2.579,80 ; R$ -   ;18;0; R$ 1.886,46 ; 14,00 ;11;
14/07/2025;AM;PEÄAS - LINHA LEVE;ROLAMENTO; R$ 12.798,93 ; R$ 157,09 ;164;2; R$ 8.372,01 ; 89,00 ;69;
14/07/2025;AM;PEÄAS - LINHA LEVE;SEGURANÄA; R$ 252,25 ; R$ -   ;3;0; R$ 150,64 ; 3,00 ;3;
14/07/2025;AM;PEÄAS - LINHA LEVE;SENSORES; R$ 21.989,71 ; R$ 1.565,11 ;178;10; R$ 14.156,30 ; 175,00 ;115;
14/07/2025;AM;PEÄAS - LINHA LEVE;SINALIZAÄ«O VISUAL; R$ 120,00 ; R$ -   ;1;0; R$ 67,06 ; 1,00 ;1;
14/07/2025;AM;PEÄAS - LINHA LEVE;SUSPENS«O; R$ 222.276,36 ; R$ 11.805,69 ;2031;104; R$ 137.678,37 ; 929,00 ;327;
14/07/2025;AM;PEÄAS - LINHA LEVE;TERMINAL; R$ 466,49 ; R$ -   ;26;0; R$ 251,94 ; 16,00 ;14;
14/07/2025;AM;PEÄAS - LINHA LEVE;TINTAS E REVESTIMENTOS; R$ 34,67 ; R$ -   ;1;0; R$ 17,19 ; 1,00 ;1;
14/07/2025;AM;PEÄAS - LINHA LEVE;TRANSMISS«O; R$ 202.994,22 ; R$ 13.789,15 ;1439;81; R$ 131.426,93 ; 1.081,00 ;398;
14/07/2025;AM;PEÄAS - LINHA LEVE;TUBOS INTERMEDIµRIOS; R$ 540,00 ; R$ -   ;1;0; R$ 374,80 ; 1,00 ;1;
14/07/2025;AM;PEÄAS - LINHA LEVE;TURBOALIMENTAÄ«O; R$ 478,14 ; R$ -   ;3;0; R$ 342,09 ; 3,00 ;3;
14/07/2025;AM;PEÄAS - LINHA LEVE;UNIVERSAL; R$ 4.048,86 ; R$ 145,00 ;32;2; R$ 2.544,57 ; 28,00 ;22;
14/07/2025;AM;PEÄAS - LINHA LEVE;VµLVULAS; R$ 12.479,46 ; R$ 1.111,70 ;169;12; R$ 8.383,45 ; 114,00 ;77;
14/07/2025;AM;PEÄAS - LINHA LEVE;VEDAÄ«O; R$ 1.827,13 ; R$ -   ;66;0; R$ 1.200,07 ; 39,00 ;32;
15/07/2025;AM;PEÄAS - LINHA LEVE;; R$ 821,07 ; R$ 899,52 ;29;6; R$ 556,85 ; 18,00 ;17;
15/07/2025;AM;PEÄAS - LINHA LEVE;A CLASSIFICAR; R$ 8.659,35 ; R$ 156,66 ;30;3; R$ 6.151,80 ; 32,00 ;30;
15/07/2025;AM;PEÄAS - LINHA LEVE;ABASTECIMENTO; R$ -   ; R$ 162,04 ;0;1; R$ -   ; 2,00 ;1;
15/07/2025;AM;PEÄAS - LINHA LEVE;ACESS‡RIOS; R$ 8.873,55 ; R$ 714,04 ;62;7; R$ 5.831,33 ; 67,00 ;48;
15/07/2025;AM;PEÄAS - LINHA LEVE;ADMISS«O; R$ 519,49 ; R$ -   ;5;0; R$ 330,43 ; 5,00 ;4;
15/07/2025;AM;PEÄAS - LINHA LEVE;ALIMENTAÄ«O; R$ 20.059,39 ; R$ 1.577,97 ;117;9; R$ 13.240,34 ; 119,00 ;77;
15/07/2025;AM;PEÄAS - LINHA LEVE;ARREFECIMENTO; R$ 14.322,27 ; R$ 765,66 ;152;4; R$ 9.002,96 ; 101,00 ;71;
15/07/2025;AM;PEÄAS - LINHA LEVE;CARROCERIA; R$ 9.860,27 ; R$ 583,35 ;93;6; R$ 6.365,20 ; 98,00 ;63;
15/07/2025;AM;PEÄAS - LINHA LEVE;COMANDO DE VµLVULAS; R$ 4.179,47 ; R$ -   ;5;0; R$ 3.393,71 ; 5,00 ;5;
15/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES DE FIXAÄ«O; R$ 625,27 ; R$ -   ;3;0; R$ 397,76 ; 3,00 ;3;
15/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES DE VEDAÄ«O; R$ 56,39 ; R$ -   ;1;0; R$ 39,39 ; 1,00 ;1;
15/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS CABINE; R$ 200,80 ; R$ -   ;2;0; R$ 133,94 ; 2,00 ;2;
15/07/2025;AM;PEÄAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR; R$ 14.620,54 ; R$ 590,80 ;122;3; R$ 9.599,33 ; 100,00 ;76;
15/07/2025;AM;PEÄAS - LINHA LEVE;CONEX«O; R$ 481,79 ; R$ -   ;3;0; R$ 287,73 ; 3,00 ;3;
15/07/2025;AM;PEÄAS - LINHA LEVE;DIREÄ«O; R$ 26.946,00 ; R$ 1.081,31 ;373;16; R$ 16.713,15 ; 199,00 ;119;
15/07/2025;AM;PEÄAS - LINHA LEVE;DISTRIBUIÄ«O; R$ 2.416,77 ; R$ 748,47 ;4;1; R$ 1.528,86 ; 6,00 ;6;
15/07/2025;AM;PEÄAS - LINHA LEVE;ELêTRICA; R$ 38.366,08 ; R$ 2.479,50 ;309;9; R$ 25.634,80 ; 217,00 ;128;
15/07/2025;AM;PEÄAS - LINHA LEVE;ESTRIBO; R$ 686,35 ; R$ -   ;5;0; R$ 399,50 ; 4,00 ;4;
15/07/2025;AM;PEÄAS - LINHA LEVE;EXAUST«O; R$ 11.867,59 ; R$ 517,62 ;71;4; R$ 7.808,88 ; 67,00 ;53;
15/07/2025;AM;PEÄAS - LINHA LEVE;FECHAMENTO; R$ 144,40 ; R$ -   ;2;0; R$ 80,94 ; 2,00 ;2;
15/07/2025;AM;PEÄAS - LINHA LEVE;FERRAMENTAS; R$ 3.572,11 ; R$ -   ;19;0; R$ 1.945,67 ; 10,00 ;8;
15/07/2025;AM;PEÄAS - LINHA LEVE;FIXAÄ«O; R$ 9.836,77 ; R$ 417,44 ;131;8; R$ 6.482,26 ; 90,00 ;67;
15/07/2025;AM;PEÄAS - LINHA LEVE;FREIOS; R$ 12.991,68 ; R$ 531,45 ;94;6; R$ 8.825,14 ; 73,00 ;54;
15/07/2025;AM;PEÄAS - LINHA LEVE;HIDRµULICO; R$ 1.704,16 ; R$ -   ;7;0; R$ 1.171,80 ; 5,00 ;5;
15/07/2025;AM;PEÄAS - LINHA LEVE;IGNIÄ«O; R$ 26.245,51 ; R$ 1.866,17 ;256;15; R$ 16.608,87 ; 161,00 ;93;
15/07/2025;AM;PEÄAS - LINHA LEVE;ILUMINAÄ«O; R$ 20.648,32 ; R$ 940,25 ;661;19; R$ 13.021,96 ; 294,00 ;101;
15/07/2025;AM;PEÄAS - LINHA LEVE;INJEÄ«O; R$ 15.166,10 ; R$ 2.433,62 ;103;11; R$ 9.787,17 ; 91,00 ;61;
15/07/2025;AM;PEÄAS - LINHA LEVE;LUBRIFICAÄ«O; R$ 8.789,03 ; R$ 754,75 ;49;4; R$ 5.706,37 ; 51,00 ;40;
15/07/2025;AM;PEÄAS - LINHA LEVE;MANGUEIRAS; R$ 5.970,92 ; R$ 461,14 ;108;3; R$ 3.500,03 ; 87,00 ;51;
15/07/2025;AM;PEÄAS - LINHA LEVE;MATERIAIS E ACABAMENTOS; R$ 18,01 ; R$ 13,14 ;1;1; R$ 8,78 ; 3,00 ;2;
15/07/2025;AM;PEÄAS - LINHA LEVE;MEDIDORES; R$ 587,16 ; R$ -   ;8;0; R$ 343,84 ; 8,00 ;8;
15/07/2025;AM;PEÄAS - LINHA LEVE;MOTOR; R$ 63.737,18 ; R$ 3.202,33 ;676;33; R$ 44.779,22 ; 418,00 ;206;
15/07/2025;AM;PEÄAS - LINHA LEVE;OUTROS; R$ 19,98 ; R$ -   ;1;0; R$ 15,69 ; 1,00 ;1;
15/07/2025;AM;PEÄAS - LINHA LEVE;PAINEL; R$ 416,68 ; R$ 120,00 ;4;1; R$ 247,89 ; 6,00 ;6;
15/07/2025;AM;PEÄAS - LINHA LEVE;PARTIDA; R$ 8.696,87 ; R$ 108,25 ;23;1; R$ 5.797,22 ; 23,00 ;18;
15/07/2025;AM;PEÄAS - LINHA LEVE;PNEUMµTICO; R$ 2.741,18 ; R$ -   ;23;0; R$ 1.990,06 ; 18,00 ;17;
15/07/2025;AM;PEÄAS - LINHA LEVE;POLIAS E TENSORES; R$ 11.162,16 ; R$ 368,52 ;100;7; R$ 7.205,03 ; 90,00 ;62;
15/07/2025;AM;PEÄAS - LINHA LEVE;REFRIGERACAO; R$ 6.691,10 ; R$ 3.333,45 ;8;2; R$ 5.250,97 ; 12,00 ;10;
15/07/2025;AM;PEÄAS - LINHA LEVE;REPARO; R$ 2.161,70 ; R$ -   ;20;0; R$ 1.280,51 ; 18,00 ;17;
15/07/2025;AM;PEÄAS - LINHA LEVE;RODA; R$ 477,01 ; R$ -   ;7;0; R$ 275,15 ; 7,00 ;5;
15/07/2025;AM;PEÄAS - LINHA LEVE;ROLAMENTO; R$ 8.543,33 ; R$ 389,02 ;88;3; R$ 5.685,69 ; 68,00 ;52;
15/07/2025;AM;PEÄAS - LINHA LEVE;SEGURANÄA; R$ 416,89 ; R$ -   ;10;0; R$ 254,40 ; 4,00 ;4;
15/07/2025;AM;PEÄAS - LINHA LEVE;SENSORES; R$ 21.471,53 ; R$ 2.033,59 ;193;15; R$ 13.925,71 ; 179,00 ;103;
15/07/2025;AM;PEÄAS - LINHA LEVE;SUSPENS«O; R$ 207.221,77 ; R$ 13.039,41 ;1942;95; R$ 129.299,26 ; 893,00 ;358;
15/07/2025;AM;PEÄAS - LINHA LEVE;TERMINAL; R$ 498,12 ; R$ 19,60 ;28;1; R$ 271,83 ; 25,00 ;21;
15/07/2025;AM;PEÄAS - LINHA LEVE;TINTAS E REVESTIMENTOS; R$ 405,79 ; R$ -   ;3;0; R$ 261,33 ; 3,00 ;3;
15/07/2025;AM;PEÄAS - LINHA LEVE;TRANSMISS«O; R$ 195.268,02 ; R$ 9.681,81 ;1434;67; R$ 124.315,32 ; 983,00 ;407;
15/07/2025;AM;PEÄAS - LINHA LEVE;TUBOS INTERMEDIµRIOS; R$ 555,00 ; R$ -   ;1;0; R$ 374,80 ; 1,00 ;1;
15/07/2025;AM;PEÄAS - LINHA LEVE;TURBOALIMENTAÄ«O; R$ 2.828,55 ; R$ 105,00 ;9;1; R$ 1.892,54 ; 11,00 ;11;
15/07/2025;AM;PEÄAS - LINHA LEVE;UNIVERSAL; R$ 1.528,41 ; R$ 109,86 ;18;1; R$ 947,30 ; 16,00 ;14;
15/07/2025;AM;PEÄAS - LINHA LEVE;VµLVULAS; R$ 13.084,64 ; R$ 2.068,10 ;177;7; R$ 8.781,64 ; 103,00 ;71;
15/07/2025;AM;PEÄAS - LINHA LEVE;VEDAÄ«O; R$ 1.988,68 ; R$ 121,44 ;44;6; R$ 1.280,13 ; 29,00 ;24;
01/07/2025;AM;PEÄAS - LINHA PESADA;ACESS‡RIOS; R$ 2.240,51 ; R$ -   ;27;0; R$ 1.479,66 ; 12,00 ;11;
01/07/2025;AM;PEÄAS - LINHA PESADA;ALIMENTAÄ«O; R$ 88,80 ; R$ -   ;2;0; R$ 52,86 ; 1,00 ;1;
01/07/2025;AM;PEÄAS - LINHA PESADA;ARREFECIMENTO; R$ 8.216,36 ; R$ 306,72 ;44;1; R$ 5.748,09 ; 31,00 ;28;
01/07/2025;AM;PEÄAS - LINHA PESADA;µUDIO; R$ 298,22 ; R$ -   ;8;0; R$ 148,92 ; 6,00 ;4;
01/07/2025;AM;PEÄAS - LINHA PESADA;CAMINHAO; R$ 3.627,10 ; R$ -   ;4;0; R$ 2.871,29 ; 3,00 ;3;
01/07/2025;AM;PEÄAS - LINHA PESADA;CARROCERIA; R$ 10.683,36 ; R$ -   ;98;0; R$ 7.637,51 ; 15,00 ;14;
01/07/2025;AM;PEÄAS - LINHA PESADA;CHASSI; R$ 4.212,92 ; R$ -   ;28;0; R$ 3.003,75 ; 11,00 ;10;
01/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES DE FIXAÄ«O; R$ 356,17 ; R$ -   ;65;0; R$ 225,89 ; 9,00 ;8;
01/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES DE VEDAÄ«O; R$ 1.046,10 ; R$ -   ;9;0; R$ 846,75 ; 2,00 ;2;
01/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES EXTERNOS; R$ 73,01 ; R$ 1.478,55 ;8;2; R$ 68,24 ; 6,00 ;6;
01/07/2025;AM;PEÄAS - LINHA PESADA;COMPONENTES INTERNOS CABINE; R$ 2.424,40 ; R$ -   ;16;0; R$ 1.717,57 ; 10,00 ;9;
