Data;Estados;Categoria de Produtos;Família de Produtos;Receita;Valor Devolução;Quantidade de venda;Quantidade Devolução;Custo;Quantidade de NFs;Quantidade de Clientes;
12/07/2025;AM;PEÇAS - LINHA LEVE;FERRAMENTAS;604;76;16;2;354;18;13;
12/07/2025;AM;PEÇAS - LINHA LEVE;FIXAÇÃO;6370;165;150;1;4079;74;46;
12/07/2025;AM;PEÇAS - LINHA LEVE;FREIOS;7591;330;58;3;5064;50;37;
12/07/2025;AM;PEÇAS - LINHA LEVE;IGNIÇÃO;19653;1564;167;15;12519;121;74;
12/07/2025;AM;PEÇAS - LINHA LEVE;ILUMINAÇÃO;18383;888;471;8;11836;274;90;
12/07/2025;AM;PEÇAS - LINHA LEVE;INJEÇÃO;12606;130;90;1;8047;75;51;
12/07/2025;AM;PEÇAS - LINHA LEVE;LUBRIFICAÇÃO;3311;291;27;2;2042;29;22;
12/07/2025;AM;PEÇAS - LINHA LEVE;MANGUEIRAS;4681;145;71;3;2642;67;44;
12/07/2025;AM;PEÇAS - LINHA LEVE;MEDIDORES;319;67;4;1;172;6;6;
12/07/2025;AM;PEÇAS - LINHA LEVE;MOTOR;31272;4498;346;20;21182;265;131;
12/07/2025;AM;PEÇAS - LINHA LEVE;OUTROS;146;0;7;0;110;3;3;
12/07/2025;AM;PEÇAS - LINHA LEVE;PAINEL;387;0;2;0;376;2;2;
12/07/2025;AM;PEÇAS - LINHA LEVE;PARTIDA;3243;0;20;0;2034;20;16;
12/07/2025;AM;PEÇAS - LINHA LEVE;PNEUMÁTICO;907;0;15;0;589;11;10;
12/07/2025;AM;PEÇAS - LINHA LEVE;POLIAS E TENSORES;4496;212;72;4;2854;66;49;
12/07/2025;AM;PEÇAS - LINHA LEVE;REFRIGERACAO;11439;0;10;0;7642;10;9;
12/07/2025;AM;PEÇAS - LINHA LEVE;REPARO;2094;386;7;2;1504;10;8;
12/07/2025;AM;PEÇAS - LINHA LEVE;RODA;473;0;8;0;292;7;7;
12/07/2025;AM;PEÇAS - LINHA LEVE;ROLAMENTO;5416;131;82;3;3389;63;46;
12/07/2025;AM;PEÇAS - LINHA LEVE;SEGURANÇA;58;0;1;0;25;1;1;
12/07/2025;AM;PEÇAS - LINHA LEVE;SENSORES;18185;368;122;5;11410;118;71;
12/07/2025;AM;PEÇAS - LINHA LEVE;SUSPENSÃO;180591;8779;1811;79;109870;800;283;
12/07/2025;AM;PEÇAS - LINHA LEVE;TERMINAL;349;0;19;0;184;14;11;
12/07/2025;AM;PEÇAS - LINHA LEVE;TINTAS E REVESTIMENTOS;160;0;1;0;94;1;1;
12/07/2025;AM;PEÇAS - LINHA LEVE;TRANSMISSÃO;142959;9984;1131;66;89511;842;308;
12/07/2025;AM;PEÇAS - LINHA LEVE;TURBOALIMENTAÇÃO;765;0;5;0;590;5;5;
12/07/2025;AM;PEÇAS - LINHA LEVE;UNIVERSAL;1548;0;21;0;981;12;11;
12/07/2025;AM;PEÇAS - LINHA LEVE;VÁLVULAS;8572;281;116;1;5387;79;49;
12/07/2025;AM;PEÇAS - LINHA LEVE;VEDAÇÃO;1291;0;51;0;798;24;20;
13/07/2025;AM;PEÇAS - LINHA LEVE;;610;0;4;0;347;1;1;
13/07/2025;AM;PEÇAS - LINHA LEVE;A CLASSIFICAR;538;64;3;1;325;4;3;
13/07/2025;AM;PEÇAS - LINHA LEVE;ACESSÓRIOS;415;0;4;0;227;4;3;
13/07/2025;AM;PEÇAS - LINHA LEVE;ADMISSÃO;48;0;1;0;22;1;1;
13/07/2025;AM;PEÇAS - LINHA LEVE;ALIMENTAÇÃO;4416;0;24;0;2786;22;10;
13/07/2025;AM;PEÇAS - LINHA LEVE;ARREFECIMENTO;507;0;7;0;278;7;3;
13/07/2025;AM;PEÇAS - LINHA LEVE;CARROCERIA;1344;400;16;2;843;18;9;
13/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR;416;0;3;0;243;3;3;
13/07/2025;AM;PEÇAS - LINHA LEVE;DIREÇÃO;1049;65;17;1;542;13;5;
13/07/2025;AM;PEÇAS - LINHA LEVE;DISTRIBUIÇÃO;212;0;2;0;117;1;1;
13/07/2025;AM;PEÇAS - LINHA LEVE;ELÉTRICA;2940;0;34;0;1811;19;5;
13/07/2025;AM;PEÇAS - LINHA LEVE;EXAUSTÃO;303;0;6;0;162;5;3;
13/07/2025;AM;PEÇAS - LINHA LEVE;FIXAÇÃO;594;0;13;0;357;5;4;
13/07/2025;AM;PEÇAS - LINHA LEVE;FREIOS;769;0;8;0;424;5;2;
13/07/2025;AM;PEÇAS - LINHA LEVE;HIDRÁULICO;61;0;2;0;35;1;1;
13/07/2025;AM;PEÇAS - LINHA LEVE;IGNIÇÃO;2514;0;20;0;1451;15;5;
13/07/2025;AM;PEÇAS - LINHA LEVE;ILUMINAÇÃO;1884;0;73;0;990;31;4;
13/07/2025;AM;PEÇAS - LINHA LEVE;INJEÇÃO;629;0;7;0;351;7;5;
13/07/2025;AM;PEÇAS - LINHA LEVE;LUBRIFICAÇÃO;1197;0;8;0;733;8;5;
13/07/2025;AM;PEÇAS - LINHA LEVE;MANGUEIRAS;179;0;4;0;94;4;2;
13/07/2025;AM;PEÇAS - LINHA LEVE;MATERIAIS E ACABAMENTOS;18;0;1;0;9;1;1;
13/07/2025;AM;PEÇAS - LINHA LEVE;MEDIDORES;159;0;2;0;86;2;2;
13/07/2025;AM;PEÇAS - LINHA LEVE;MOTOR;1107;0;28;0;640;19;4;
13/07/2025;AM;PEÇAS - LINHA LEVE;PARTIDA;1572;0;4;0;1061;4;4;
13/07/2025;AM;PEÇAS - LINHA LEVE;PNEUMÁTICO;215;0;2;0;130;2;2;
13/07/2025;AM;PEÇAS - LINHA LEVE;POLIAS E TENSORES;190;121;4;1;101;6;5;
13/07/2025;AM;PEÇAS - LINHA LEVE;REPARO;302;0;3;0;173;3;2;
13/07/2025;AM;PEÇAS - LINHA LEVE;RODA;356;0;2;0;137;2;2;
13/07/2025;AM;PEÇAS - LINHA LEVE;ROLAMENTO;478;0;7;0;265;5;3;
13/07/2025;AM;PEÇAS - LINHA LEVE;SENSORES;596;0;10;0;357;10;5;
13/07/2025;AM;PEÇAS - LINHA LEVE;SUSPENSÃO;11847;201;120;2;6659;63;13;
13/07/2025;AM;PEÇAS - LINHA LEVE;TERMINAL;59;0;3;0;29;3;2;
13/07/2025;AM;PEÇAS - LINHA LEVE;TRANSMISSÃO;13382;728;120;6;7626;96;21;
13/07/2025;AM;PEÇAS - LINHA LEVE;UNIVERSAL;159;0;3;0;85;3;2;
13/07/2025;AM;PEÇAS - LINHA LEVE;VÁLVULAS;1083;0;15;0;644;12;5;
13/07/2025;AM;PEÇAS - LINHA LEVE;VEDAÇÃO;132;0;6;0;71;3;2;
14/07/2025;AM;PEÇAS - LINHA LEVE;;1619;175;8;2;1132;8;8;
14/07/2025;AM;PEÇAS - LINHA LEVE;A CLASSIFICAR;3204;265;33;2;2213;31;29;
14/07/2025;AM;PEÇAS - LINHA LEVE;ACESSÓRIOS;6839;175;70;2;4235;55;42;
14/07/2025;AM;PEÇAS - LINHA LEVE;ADMISSÃO;884;0;2;0;482;2;2;
14/07/2025;AM;PEÇAS - LINHA LEVE;ALIMENTAÇÃO;19746;1738;155;9;12550;150;87;
14/07/2025;AM;PEÇAS - LINHA LEVE;ARREFECIMENTO;13740;250;105;2;8433;101;68;
14/07/2025;AM;PEÇAS - LINHA LEVE;BOMBAS DE VÁCUO;868;0;1;0;625;1;1;
14/07/2025;AM;PEÇAS - LINHA LEVE;CARROCERIA;11288;1386;106;9;7488;110;73;
14/07/2025;AM;PEÇAS - LINHA LEVE;COMANDO DE VÁLVULAS;536;0;2;0;389;2;2;
14/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES DE FIXAÇÃO;766;0;7;0;457;6;6;
14/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES INTERNOS CABINE;319;0;2;0;198;2;2;
14/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR;13301;820;89;15;8891;94;72;
14/07/2025;AM;PEÇAS - LINHA LEVE;CONEXÃO;402;0;3;0;214;3;2;
14/07/2025;AM;PEÇAS - LINHA LEVE;DIREÇÃO;24393;1913;424;20;14570;225;133;
14/07/2025;AM;PEÇAS - LINHA LEVE;DISTRIBUIÇÃO;1500;760;4;1;1081;5;4;
14/07/2025;AM;PEÇAS - LINHA LEVE;ELÉTRICA;37447;3452;381;21;24309;236;136;
14/07/2025;AM;PEÇAS - LINHA LEVE;ESTRIBO;759;0;6;0;509;6;6;
14/07/2025;AM;PEÇAS - LINHA LEVE;EXAUSTÃO;8868;209;75;3;5622;68;48;
14/07/2025;AM;PEÇAS - LINHA LEVE;FECHAMENTO;1709;0;15;0;1052;7;7;
14/07/2025;AM;PEÇAS - LINHA LEVE;FERRAMENTAS;873;90;22;2;569;20;16;
14/07/2025;AM;PEÇAS - LINHA LEVE;FIXAÇÃO;11443;248;211;3;7005;113;66;
14/07/2025;AM;PEÇAS - LINHA LEVE;FREIOS;11367;325;102;2;7700;76;55;
14/07/2025;AM;PEÇAS - LINHA LEVE;HIDRÁULICO;900;0;4;0;708;4;4;
14/07/2025;AM;PEÇAS - LINHA LEVE;IGNIÇÃO;26480;912;270;7;16648;183;101;
14/07/2025;AM;PEÇAS - LINHA LEVE;ILUMINAÇÃO;24358;1166;536;23;15953;279;108;
14/07/2025;AM;PEÇAS - LINHA LEVE;INDEFINIDO;82;0;1;0;57;1;1;
14/07/2025;AM;PEÇAS - LINHA LEVE;INJEÇÃO;25109;715;145;2;17276;106;71;
14/07/2025;AM;PEÇAS - LINHA LEVE;LUBRIFICAÇÃO;6935;232;42;2;4378;43;33;
14/07/2025;AM;PEÇAS - LINHA LEVE;MANGUEIRAS;4389;271;85;6;2704;76;55;
14/07/2025;AM;PEÇAS - LINHA LEVE;MATERIAIS E ACABAMENTOS;0;2040;0;1;0;2;1;
14/07/2025;AM;PEÇAS - LINHA LEVE;MEDIDORES;312;0;4;0;172;4;4;
14/07/2025;AM;PEÇAS - LINHA LEVE;MOTOR;46804;4774;608;30;31874;378;174;
14/07/2025;AM;PEÇAS - LINHA LEVE;PAINEL;1741;0;4;0;1314;4;4;
14/07/2025;AM;PEÇAS - LINHA LEVE;PARTIDA;14123;0;42;0;9502;39;28;
14/07/2025;AM;PEÇAS - LINHA LEVE;PNEUMÁTICO;1836;49;17;1;1266;17;16;
14/07/2025;AM;PEÇAS - LINHA LEVE;POLIAS E TENSORES;7435;252;90;3;4837;82;56;
14/07/2025;AM;PEÇAS - LINHA LEVE;REFRIGERACAO;15765;2501;14;3;11010;14;13;
14/07/2025;AM;PEÇAS - LINHA LEVE;REPARO;1675;1442;23;2;946;19;18;
14/07/2025;AM;PEÇAS - LINHA LEVE;RODA;2580;0;18;0;1886;14;11;
14/07/2025;AM;PEÇAS - LINHA LEVE;ROLAMENTO;12799;157;164;2;8372;89;69;
14/07/2025;AM;PEÇAS - LINHA LEVE;SEGURANÇA;252;0;3;0;151;3;3;
14/07/2025;AM;PEÇAS - LINHA LEVE;SENSORES;21990;1565;178;10;14156;175;115;
14/07/2025;AM;PEÇAS - LINHA LEVE;SINALIZAÇÃO VISUAL;120;0;1;0;67;1;1;
14/07/2025;AM;PEÇAS - LINHA LEVE;SUSPENSÃO;222276;11806;2031;104;137678;929;327;
14/07/2025;AM;PEÇAS - LINHA LEVE;TERMINAL;466;0;26;0;252;16;14;
14/07/2025;AM;PEÇAS - LINHA LEVE;TINTAS E REVESTIMENTOS;35;0;1;0;17;1;1;
14/07/2025;AM;PEÇAS - LINHA LEVE;TRANSMISSÃO;202994;13789;1439;81;131427;1081;398;
14/07/2025;AM;PEÇAS - LINHA LEVE;TUBOS INTERMEDIÁRIOS;540;0;1;0;375;1;1;
14/07/2025;AM;PEÇAS - LINHA LEVE;TURBOALIMENTAÇÃO;478;0;3;0;342;3;3;
14/07/2025;AM;PEÇAS - LINHA LEVE;UNIVERSAL;4049;145;32;2;2545;28;22;
14/07/2025;AM;PEÇAS - LINHA LEVE;VÁLVULAS;12479;1112;169;12;8383;114;77;
14/07/2025;AM;PEÇAS - LINHA LEVE;VEDAÇÃO;1827;0;66;0;1200;39;32;
15/07/2025;AM;PEÇAS - LINHA LEVE;;821;900;29;6;557;18;17;
15/07/2025;AM;PEÇAS - LINHA LEVE;A CLASSIFICAR;8659;157;30;3;6152;32;30;
15/07/2025;AM;PEÇAS - LINHA LEVE;ABASTECIMENTO;0;162;0;1;0;2;1;
15/07/2025;AM;PEÇAS - LINHA LEVE;ACESSÓRIOS;8874;714;62;7;5831;67;48;
15/07/2025;AM;PEÇAS - LINHA LEVE;ADMISSÃO;519;0;5;0;330;5;4;
15/07/2025;AM;PEÇAS - LINHA LEVE;ALIMENTAÇÃO;20059;1578;117;9;13240;119;77;
15/07/2025;AM;PEÇAS - LINHA LEVE;ARREFECIMENTO;14322;766;152;4;9003;101;71;
15/07/2025;AM;PEÇAS - LINHA LEVE;CARROCERIA;9860;583;93;6;6365;98;63;
15/07/2025;AM;PEÇAS - LINHA LEVE;COMANDO DE VÁLVULAS;4179;0;5;0;3394;5;5;
15/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES DE FIXAÇÃO;625;0;3;0;398;3;3;
15/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES DE VEDAÇÃO;56;0;1;0;39;1;1;
15/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES INTERNOS CABINE;201;0;2;0;134;2;2;
15/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR;14621;591;122;3;9599;100;76;
15/07/2025;AM;PEÇAS - LINHA LEVE;CONEXÃO;482;0;3;0;288;3;3;
15/07/2025;AM;PEÇAS - LINHA LEVE;DIREÇÃO;26946;1081;373;16;16713;199;119;
15/07/2025;AM;PEÇAS - LINHA LEVE;DISTRIBUIÇÃO;2417;748;4;1;1529;6;6;
15/07/2025;AM;PEÇAS - LINHA LEVE;ELÉTRICA;38366;2480;309;9;25635;217;128;
15/07/2025;AM;PEÇAS - LINHA LEVE;ESTRIBO;686;0;5;0;400;4;4;
15/07/2025;AM;PEÇAS - LINHA LEVE;EXAUSTÃO;11868;518;71;4;7809;67;53;
15/07/2025;AM;PEÇAS - LINHA LEVE;FECHAMENTO;144;0;2;0;81;2;2;
15/07/2025;AM;PEÇAS - LINHA LEVE;FERRAMENTAS;3572;0;19;0;1946;10;8;
15/07/2025;AM;PEÇAS - LINHA LEVE;FIXAÇÃO;9837;417;131;8;6482;90;67;
15/07/2025;AM;PEÇAS - LINHA LEVE;FREIOS;12992;531;94;6;8825;73;54;
15/07/2025;AM;PEÇAS - LINHA LEVE;HIDRÁULICO;1704;0;7;0;1172;5;5;
15/07/2025;AM;PEÇAS - LINHA LEVE;IGNIÇÃO;26246;1866;256;15;16609;161;93;
15/07/2025;AM;PEÇAS - LINHA LEVE;ILUMINAÇÃO;20648;940;661;19;13022;294;101;
15/07/2025;AM;PEÇAS - LINHA LEVE;INJEÇÃO;15166;2434;103;11;9787;91;61;
15/07/2025;AM;PEÇAS - LINHA LEVE;LUBRIFICAÇÃO;8789;755;49;4;5706;51;40;
15/07/2025;AM;PEÇAS - LINHA LEVE;MANGUEIRAS;5971;461;108;3;3500;87;51;
15/07/2025;AM;PEÇAS - LINHA LEVE;MATERIAIS E ACABAMENTOS;18;13;1;1;9;3;2;
15/07/2025;AM;PEÇAS - LINHA LEVE;MEDIDORES;587;0;8;0;344;8;8;
15/07/2025;AM;PEÇAS - LINHA LEVE;MOTOR;63737;3202;676;33;44779;418;206;
15/07/2025;AM;PEÇAS - LINHA LEVE;OUTROS;20;0;1;0;16;1;1;
15/07/2025;AM;PEÇAS - LINHA LEVE;PAINEL;417;120;4;1;248;6;6;
15/07/2025;AM;PEÇAS - LINHA LEVE;PARTIDA;8697;108;23;1;5797;23;18;
15/07/2025;AM;PEÇAS - LINHA LEVE;PNEUMÁTICO;2741;0;23;0;1990;18;17;
15/07/2025;AM;PEÇAS - LINHA LEVE;POLIAS E TENSORES;11162;369;100;7;7205;90;62;
15/07/2025;AM;PEÇAS - LINHA LEVE;REFRIGERACAO;6691;3333;8;2;5251;12;10;
15/07/2025;AM;PEÇAS - LINHA LEVE;REPARO;2162;0;20;0;1281;18;17;
15/07/2025;AM;PEÇAS - LINHA LEVE;RODA;477;0;7;0;275;7;5;
15/07/2025;AM;PEÇAS - LINHA LEVE;ROLAMENTO;8543;389;88;3;5686;68;52;
15/07/2025;AM;PEÇAS - LINHA LEVE;SEGURANÇA;417;0;10;0;254;4;4;
15/07/2025;AM;PEÇAS - LINHA LEVE;SENSORES;21472;2034;193;15;13926;179;103;
15/07/2025;AM;PEÇAS - LINHA LEVE;SUSPENSÃO;207222;13039;1942;95;129299;893;358;
15/07/2025;AM;PEÇAS - LINHA LEVE;TERMINAL;498;20;28;1;272;25;21;
15/07/2025;AM;PEÇAS - LINHA LEVE;TINTAS E REVESTIMENTOS;406;0;3;0;261;3;3;
15/07/2025;AM;PEÇAS - LINHA LEVE;TRANSMISSÃO;195268;9682;1434;67;124315;983;407;
15/07/2025;AM;PEÇAS - LINHA LEVE;TUBOS INTERMEDIÁRIOS;555;0;1;0;375;1;1;
15/07/2025;AM;PEÇAS - LINHA LEVE;TURBOALIMENTAÇÃO;2829;105;9;1;1893;11;11;
15/07/2025;AM;PEÇAS - LINHA LEVE;UNIVERSAL;1528;110;18;1;947;16;14;
15/07/2025;AM;PEÇAS - LINHA LEVE;VÁLVULAS;13085;2068;177;7;8782;103;71;
15/07/2025;AM;PEÇAS - LINHA LEVE;VEDAÇÃO;1989;121;44;6;1280;29;24;
01/07/2025;AM;PEÇAS - LINHA PESADA;ACESSÓRIOS;2241;0;27;0;1480;12;11;
01/07/2025;AM;PEÇAS - LINHA PESADA;ALIMENTAÇÃO;89;0;2;0;53;1;1;
01/07/2025;AM;PEÇAS - LINHA PESADA;ARREFECIMENTO;8216;307;44;1;5748;31;28;
01/07/2025;AM;PEÇAS - LINHA PESADA;ÁUDIO;298;0;8;0;149;6;4;
01/07/2025;AM;PEÇAS - LINHA PESADA;CAMINHAO;3627;0;4;0;2871;3;3;
01/07/2025;AM;PEÇAS - LINHA PESADA;CARROCERIA;10683;0;98;0;7638;15;14;
01/07/2025;AM;PEÇAS - LINHA PESADA;CHASSI;4213;0;28;0;3004;11;10;
01/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES DE FIXAÇÃO;356;0;65;0;226;9;8;
01/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES DE VEDAÇÃO;1046;0;9;0;847;2;2;
01/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES EXTERNOS;73;1479;8;2;68;6;6;
01/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES INTERNOS CABINE;2424;0;16;0;1718;10;9;
01/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES INTERNOS DO MOTOR;15320;963;64;3;12142;26;22;
01/07/2025;AM;PEÇAS - LINHA PESADA;CONFORTO;450;0;1;0;215;1;1;
01/07/2025;AM;PEÇAS - LINHA PESADA;DIREÇÃO;8924;602;21;1;6590;17;15;
01/07/2025;AM;PEÇAS - LINHA PESADA;ELÉTRICA;26418;0;119;0;18445;57;50;
01/07/2025;AM;PEÇAS - LINHA PESADA;ESTRIBO;900;0;4;0;447;1;1;
01/07/2025;AM;PEÇAS - LINHA PESADA;EXAUSTÃO;2178;117;24;1;1199;12;12;
01/07/2025;AM;PEÇAS - LINHA PESADA;FIXAÇÃO;3134;0;217;0;1920;23;20;
01/07/2025;AM;PEÇAS - LINHA PESADA;FREIOS;32558;310;149;1;25392;62;46;
01/07/2025;AM;PEÇAS - LINHA PESADA;IGNIÇÃO;439;0;4;0;258;4;4;
01/07/2025;AM;PEÇAS - LINHA PESADA;ILUMINAÇÃO;4996;1070;135;50;3042;38;31;
01/07/2025;AM;PEÇAS - LINHA PESADA;INJEÇÃO;5947;0;18;0;4388;15;14;
01/07/2025;AM;PEÇAS - LINHA PESADA;LUBRIFICAÇÃO;1430;0;4;0;1010;3;3;
01/07/2025;AM;PEÇAS - LINHA PESADA;MATERIAIS E ACABAMENTOS;39;0;4;0;39;1;1;
01/07/2025;AM;PEÇAS - LINHA PESADA;MOTOR;28833;92;81;2;23425;37;28;
01/07/2025;AM;PEÇAS - LINHA PESADA;OUTROS;340;0;6;0;242;1;1;
01/07/2025;AM;PEÇAS - LINHA PESADA;PARTIDA;4871;0;4;0;3614;4;4;
01/07/2025;AM;PEÇAS - LINHA PESADA;PNEUMÁTICO;8800;1434;10;2;6943;11;9;
01/07/2025;AM;PEÇAS - LINHA PESADA;POLIAS E TENSORES;698;0;7;0;480;4;4;
01/07/2025;AM;PEÇAS - LINHA PESADA;REFRIGERACAO;4463;0;3;0;3389;3;3;
01/07/2025;AM;PEÇAS - LINHA PESADA;REPARO;634;0;7;0;475;5;2;
01/07/2025;AM;PEÇAS - LINHA PESADA;RODA;24;0;1;0;21;1;1;
01/07/2025;AM;PEÇAS - LINHA PESADA;ROLAMENTO;1630;0;18;0;1037;12;10;
01/07/2025;AM;PEÇAS - LINHA PESADA;SENSORES;350;0;1;0;180;1;1;
01/07/2025;AM;PEÇAS - LINHA PESADA;SINALIZAÇÃO VISUAL;30;0;6;0;16;1;1;
01/07/2025;AM;PEÇAS - LINHA PESADA;SUSPENSÃO;32022;0;241;0;23976;59;43;
01/07/2025;AM;PEÇAS - LINHA PESADA;TRANSMISSÃO;76607;3124;298;6;57262;138;88;
01/07/2025;AM;PEÇAS - LINHA PESADA;TURBOALIMENTAÇÃO;10510;0;5;0;8629;5;5;
01/07/2025;AM;PEÇAS - LINHA PESADA;UNIVERSAL;10573;107;116;1;8400;41;27;
01/07/2025;AM;PEÇAS - LINHA PESADA;VÁLVULAS;3807;420;16;1;2482;14;14;
02/07/2025;AM;PEÇAS - LINHA PESADA;A CLASSIFICAR;1600;0;34;0;1320;12;10;
02/07/2025;AM;PEÇAS - LINHA PESADA;ACESSÓRIOS;14805;0;40;0;11096;15;14;
02/07/2025;AM;PEÇAS - LINHA PESADA;ADMISSÃO;4780;0;12;0;4101;6;6;
02/07/2025;AM;PEÇAS - LINHA PESADA;ALIMENTAÇÃO;474;0;2;0;263;2;2;
02/07/2025;AM;PEÇAS - LINHA PESADA;ARREFECIMENTO;16403;0;66;0;11735;27;21;
02/07/2025;AM;PEÇAS - LINHA PESADA;ÁUDIO;814;0;29;0;499;4;4;
02/07/2025;AM;PEÇAS - LINHA PESADA;CAMINHAO;120;0;2;0;86;1;1;
02/07/2025;AM;PEÇAS - LINHA PESADA;CARROCERIA;4042;0;34;0;2572;13;13;
02/07/2025;AM;PEÇAS - LINHA PESADA;CHASSI;1592;0;7;0;1242;4;4;
02/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES DE FIXAÇÃO;1569;191;49;4;963;16;11;
02/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES DE VEDAÇÃO;7;0;1;0;4;1;1;
02/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES EXTERNOS;5242;0;21;0;3506;12;12;
02/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES INTERNOS CABINE;4133;0;20;0;2735;14;13;
02/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES INTERNOS DO MOTOR;26851;111;88;1;22694;39;28;
02/07/2025;AM;PEÇAS - LINHA PESADA;DIREÇÃO;8073;1012;17;5;5588;19;14;
02/07/2025;AM;PEÇAS - LINHA PESADA;ELÉTRICA;15149;3448;90;4;10448;67;53;
02/07/2025;AM;PEÇAS - LINHA PESADA;ESTRIBO;245;0;2;0;166;1;1;
02/07/2025;AM;PEÇAS - LINHA PESADA;EXAUSTÃO;89;0;8;0;53;6;6;
02/07/2025;AM;PEÇAS - LINHA PESADA;FIXAÇÃO;2906;7;232;2;1934;22;18;
02/07/2025;AM;PEÇAS - LINHA PESADA;FREIOS;41598;4806;275;10;30398;67;50;
02/07/2025;AM;PEÇAS - LINHA PESADA;IGNIÇÃO;235;0;2;0;122;2;2;
02/07/2025;AM;PEÇAS - LINHA PESADA;ILUMINAÇÃO;11509;320;301;17;7728;60;47;
02/07/2025;AM;PEÇAS - LINHA PESADA;INJEÇÃO;2697;166;7;1;1762;8;7;
02/07/2025;AM;PEÇAS - LINHA PESADA;LUBRIFICAÇÃO;2982;1030;4;1;2767;5;5;
02/07/2025;AM;PEÇAS - LINHA PESADA;MANGUEIRAS;234;0;2;0;208;2;2;
02/07/2025;AM;PEÇAS - LINHA PESADA;MOTOR;47568;757;227;11;38761;67;47;
02/07/2025;AM;PEÇAS - LINHA PESADA;PARTIDA;14595;0;10;0;11785;8;8;
02/07/2025;AM;PEÇAS - LINHA PESADA;PNEUMÁTICO;7184;546;10;1;5490;10;10;
02/07/2025;AM;PEÇAS - LINHA PESADA;REFRIGERACAO;478;0;1;0;320;1;1;
02/07/2025;AM;PEÇAS - LINHA PESADA;REPARO;206;215;1;3;148;3;1;
02/07/2025;AM;PEÇAS - LINHA PESADA;ROLAMENTO;2190;798;22;9;1560;20;16;
02/07/2025;AM;PEÇAS - LINHA PESADA;SENSORES;2053;0;5;0;1451;4;4;
02/07/2025;AM;PEÇAS - LINHA PESADA;SUSPENSÃO;26507;202;215;8;18675;57;38;
02/07/2025;AM;PEÇAS - LINHA PESADA;TRANSMISSÃO;100787;8560;313;19;77991;137;94;
02/07/2025;AM;PEÇAS - LINHA PESADA;TURBOALIMENTAÇÃO;2003;0;1;0;1462;1;1;
02/07/2025;AM;PEÇAS - LINHA PESADA;UNIVERSAL;3306;156;110;3;2625;28;22;
02/07/2025;AM;PEÇAS - LINHA PESADA;VÁLVULAS;8590;402;30;1;6127;21;20;
03/07/2025;AM;PEÇAS - LINHA PESADA;A CLASSIFICAR;1927;261;33;1;1508;13;12;
03/07/2025;AM;PEÇAS - LINHA PESADA;ACESSÓRIOS;2890;48;58;2;1946;24;19;
03/07/2025;AM;PEÇAS - LINHA PESADA;ADMISSÃO;264;0;15;0;187;1;1;
03/07/2025;AM;PEÇAS - LINHA PESADA;ARREFECIMENTO;12865;175;34;1;9195;28;24;
03/07/2025;AM;PEÇAS - LINHA PESADA;ÁUDIO;191;0;6;0;116;4;4;
03/07/2025;AM;PEÇAS - LINHA PESADA;CAMINHAO;71;0;2;0;48;2;2;
03/07/2025;AM;PEÇAS - LINHA PESADA;CARROCERIA;9370;0;62;0;6339;18;18;
03/07/2025;AM;PEÇAS - LINHA PESADA;CHASSI;2397;0;11;0;2160;4;4;
03/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES DE FIXAÇÃO;1721;0;44;0;1162;16;15;
03/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES EXTERNOS;3971;0;19;0;2683;14;13;
03/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES INTERNOS CABINE;3420;0;35;0;2375;13;13;
03/07/2025;AM;PEÇAS - LINHA PESADA;COMPONENTES INTERNOS DO MOTOR;20786;0;146;0;16278;39;33;
03/07/2025;AM;PEÇAS - LINHA PESADA;DIREÇÃO;11690;1331;272;2;7953;18;17;
03/07/2025;AM;PEÇAS - LINHA PESADA;ELÉTRICA;15634;92;79;1;10910;45;42;
03/07/2025;AM;PEÇAS - LINHA PESADA;EXAUSTÃO;294;0;18;0;174;4;4;
03/07/2025;AM;PEÇAS - LINHA PESADA;FECHAMENTO;122;0;1;0;125;1;1;
03/07/2025;AM;PEÇAS - LINHA PESADA;FERRAMENTAS;69;0;1;0;42;1;1;
