Data;Estados;Categoria de Produtos;Família de Produtos;Receita;Valor Devolução;Quantidade de venda;Quantidade Devolução;Custo;Quantidade de NFs;Quantidade de Clientes;
07/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR;17979;257;122;2;11693;118;86;
07/07/2025;AM;PEÇAS - LINHA LEVE;CONEXÃO;314;0;2;0;192;2;2;
07/07/2025;AM;PEÇAS - LINHA LEVE;DIREÇÃO;27935;1429;385;29;17487;211;121;
07/07/2025;AM;PEÇAS - LINHA LEVE;DISTRIBUIÇÃO;4646;726;6;1;3447;8;6;
07/07/2025;AM;PEÇAS - LINHA LEVE;ELÉTRICA;41926;4055;477;17;28011;241;131;
07/07/2025;AM;PEÇAS - LINHA LEVE;ESTRIBO;80;0;1;0;46;1;1;
07/07/2025;AM;PEÇAS - LINHA LEVE;EXAUSTÃO;8334;495;87;4;5431;87;57;
07/07/2025;AM;PEÇAS - LINHA LEVE;FECHAMENTO;820;0;7;0;548;5;5;
07/07/2025;AM;PEÇAS - LINHA LEVE;FERRAMENTAS;1923;36;25;1;1222;24;18;
07/07/2025;AM;PEÇAS - LINHA LEVE;FIXAÇÃO;11715;417;341;3;7999;120;81;
07/07/2025;AM;PEÇAS - LINHA LEVE;FREIOS;12113;298;99;2;8335;73;54;
07/07/2025;AM;PEÇAS - LINHA LEVE;HIDRÁULICO;595;0;3;0;433;3;3;
07/07/2025;AM;PEÇAS - LINHA LEVE;IGNIÇÃO;27522;2004;290;13;17496;196;102;
07/07/2025;AM;PEÇAS - LINHA LEVE;ILUMINAÇÃO;26090;2167;598;17;17180;310;103;
07/07/2025;AM;PEÇAS - LINHA LEVE;INJEÇÃO;23004;965;168;2;15331;120;74;
07/07/2025;AM;PEÇAS - LINHA LEVE;LUBRIFICAÇÃO;10518;392;53;2;7042;53;37;
07/07/2025;AM;PEÇAS - LINHA LEVE;MANGUEIRAS;4230;139;62;3;2640;58;44;
07/07/2025;AM;PEÇAS - LINHA LEVE;MEDIDORES;750;0;10;0;425;10;9;
07/07/2025;AM;PEÇAS - LINHA LEVE;MOTOR;58083;5734;628;28;39570;425;200;
07/07/2025;AM;PEÇAS - LINHA LEVE;OUTROS;20;0;1;0;16;1;1;
07/07/2025;AM;PEÇAS - LINHA LEVE;PAINEL;190;0;1;0;123;1;1;
07/07/2025;AM;PEÇAS - LINHA LEVE;PARTIDA;17916;110;53;2;12360;55;43;
07/07/2025;AM;PEÇAS - LINHA LEVE;PNEUMÁTICO;2738;78;21;2;1775;21;20;
07/07/2025;AM;PEÇAS - LINHA LEVE;POLIAS E TENSORES;9129;0;130;0;5997;91;68;
07/07/2025;AM;PEÇAS - LINHA LEVE;REFRIGERACAO;10879;981;12;2;7301;14;14;
07/07/2025;AM;PEÇAS - LINHA LEVE;REPARO;1129;124;16;1;748;15;15;
07/07/2025;AM;PEÇAS - LINHA LEVE;RODA;795;0;15;0;414;13;12;
07/07/2025;AM;PEÇAS - LINHA LEVE;ROLAMENTO;7437;155;95;1;4746;77;57;
07/07/2025;AM;PEÇAS - LINHA LEVE;SEGURANÇA;421;0;10;0;254;5;5;
07/07/2025;AM;PEÇAS - LINHA LEVE;SENSORES;22016;719;181;10;13864;188;99;
07/07/2025;AM;PEÇAS - LINHA LEVE;SUSPENSÃO;229003;9574;2112;88;142399;967;325;
07/07/2025;AM;PEÇAS - LINHA LEVE;TERMINAL;311;0;17;0;165;15;10;
07/07/2025;AM;PEÇAS - LINHA LEVE;TINTAS E REVESTIMENTOS;395;0;4;0;268;3;3;
07/07/2025;AM;PEÇAS - LINHA LEVE;TRANSMISSÃO;203098;13337;1486;92;131365;1107;391;
07/07/2025;AM;PEÇAS - LINHA LEVE;TUBOS INTERMEDIÁRIOS;333;0;2;0;198;2;2;
07/07/2025;AM;PEÇAS - LINHA LEVE;TURBOALIMENTAÇÃO;1006;35;7;1;707;9;8;
07/07/2025;AM;PEÇAS - LINHA LEVE;UNIVERSAL;2821;58;37;1;1860;20;17;
07/07/2025;AM;PEÇAS - LINHA LEVE;VÁLVULAS;14287;800;189;10;9562;124;75;
07/07/2025;AM;PEÇAS - LINHA LEVE;VEDAÇÃO;2673;65;157;3;1657;38;35;
08/07/2025;AM;PEÇAS - LINHA LEVE;A CLASSIFICAR;6545;568;56;3;4547;42;39;
08/07/2025;AM;PEÇAS - LINHA LEVE;ACESSÓRIOS;6164;277;65;3;3906;63;42;
08/07/2025;AM;PEÇAS - LINHA LEVE;ADMISSÃO;911;0;8;0;613;4;4;
08/07/2025;AM;PEÇAS - LINHA LEVE;ALIMENTAÇÃO;22133;501;128;2;14195;125;72;
08/07/2025;AM;PEÇAS - LINHA LEVE;ARREFECIMENTO;18445;960;114;8;12217;103;73;
08/07/2025;AM;PEÇAS - LINHA LEVE;CARROCERIA;9845;1962;100;7;6350;107;73;
08/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES DE FIXAÇÃO;1247;0;9;0;733;8;8;
08/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES INTERNOS CABINE;499;0;2;0;330;2;2;
08/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR;18978;392;117;2;12781;113;81;
08/07/2025;AM;PEÇAS - LINHA LEVE;CONEXÃO;84;0;1;0;59;1;1;
08/07/2025;AM;PEÇAS - LINHA LEVE;DIREÇÃO;21018;1343;305;23;13113;188;104;
08/07/2025;AM;PEÇAS - LINHA LEVE;DISTRIBUIÇÃO;2829;0;5;0;1941;5;5;
08/07/2025;AM;PEÇAS - LINHA LEVE;ELÉTRICA;39557;2599;366;16;26391;239;137;
08/07/2025;AM;PEÇAS - LINHA LEVE;ESTRIBO;239;0;2;0;167;2;2;
08/07/2025;AM;PEÇAS - LINHA LEVE;EXAUSTÃO;6961;904;52;6;4447;58;50;
08/07/2025;AM;PEÇAS - LINHA LEVE;FECHAMENTO;1302;0;12;0;852;7;7;
08/07/2025;AM;PEÇAS - LINHA LEVE;FERRAMENTAS;743;0;16;0;457;13;13;
08/07/2025;AM;PEÇAS - LINHA LEVE;FIXAÇÃO;10938;528;285;7;7017;109;60;
08/07/2025;AM;PEÇAS - LINHA LEVE;FREIOS;10607;293;90;2;6897;82;50;
08/07/2025;AM;PEÇAS - LINHA LEVE;HIDRÁULICO;261;0;2;0;175;2;2;
08/07/2025;AM;PEÇAS - LINHA LEVE;IGNIÇÃO;23900;1039;250;6;14996;167;91;
08/07/2025;AM;PEÇAS - LINHA LEVE;ILUMINAÇÃO;23334;246;691;9;14983;293;111;
08/07/2025;AM;PEÇAS - LINHA LEVE;INJEÇÃO;18125;2095;127;7;11904;99;72;
08/07/2025;AM;PEÇAS - LINHA LEVE;LUBRIFICAÇÃO;7004;723;49;4;4746;50;41;
08/07/2025;AM;PEÇAS - LINHA LEVE;MANGUEIRAS;6034;54;96;2;3514;87;61;
08/07/2025;AM;PEÇAS - LINHA LEVE;MATERIAIS E ACABAMENTOS;20;0;1;0;9;1;1;
08/07/2025;AM;PEÇAS - LINHA LEVE;MEDIDORES;521;0;7;0;296;7;6;
08/07/2025;AM;PEÇAS - LINHA LEVE;MOTOR;49400;4012;573;35;33607;437;224;
08/07/2025;AM;PEÇAS - LINHA LEVE;OUTROS;131;0;6;0;94;6;6;
08/07/2025;AM;PEÇAS - LINHA LEVE;PAINEL;173;0;1;0;123;1;1;
08/07/2025;AM;PEÇAS - LINHA LEVE;PARTIDA;9718;198;35;1;6173;34;27;
08/07/2025;AM;PEÇAS - LINHA LEVE;PNEUMÁTICO;1705;307;28;2;1151;25;24;
08/07/2025;AM;PEÇAS - LINHA LEVE;POLIAS E TENSORES;6822;507;96;5;4392;89;60;
08/07/2025;AM;PEÇAS - LINHA LEVE;REFRIGERACAO;11993;0;12;0;8339;10;10;
08/07/2025;AM;PEÇAS - LINHA LEVE;REPARO;1685;0;19;0;1164;17;17;
08/07/2025;AM;PEÇAS - LINHA LEVE;RODA;1218;0;10;0;629;10;8;
08/07/2025;AM;PEÇAS - LINHA LEVE;ROLAMENTO;7853;888;82;7;4822;75;52;
08/07/2025;AM;PEÇAS - LINHA LEVE;SEGURANÇA;104;0;2;0;51;2;2;
08/07/2025;AM;PEÇAS - LINHA LEVE;SENSORES;18173;1859;172;14;11690;182;115;
08/07/2025;AM;PEÇAS - LINHA LEVE;SUSPENSÃO;214853;12205;2098;83;134683;930;344;
08/07/2025;AM;PEÇAS - LINHA LEVE;TERMINAL;712;0;40;0;410;17;13;
08/07/2025;AM;PEÇAS - LINHA LEVE;TRANSMISSÃO;194879;9870;1396;76;126184;1034;387;
08/07/2025;AM;PEÇAS - LINHA LEVE;TUBOS INTERMEDIÁRIOS;505;0;1;0;375;1;1;
08/07/2025;AM;PEÇAS - LINHA LEVE;TURBOALIMENTAÇÃO;1340;37;7;1;936;9;9;
08/07/2025;AM;PEÇAS - LINHA LEVE;UNIVERSAL;1473;580;34;2;985;23;19;
08/07/2025;AM;PEÇAS - LINHA LEVE;VÁLVULAS;10408;1401;136;19;6803;111;74;
08/07/2025;AM;PEÇAS - LINHA LEVE;VEDAÇÃO;3318;119;51;7;2126;32;26;
09/07/2025;AM;PEÇAS - LINHA LEVE;;3972;0;20;0;2753;17;17;
09/07/2025;AM;PEÇAS - LINHA LEVE;A CLASSIFICAR;8462;487;56;6;6007;47;45;
09/07/2025;AM;PEÇAS - LINHA LEVE;ACESSÓRIOS;6836;775;73;4;4443;69;52;
09/07/2025;AM;PEÇAS - LINHA LEVE;ADMISSÃO;120;0;3;0;65;3;3;
09/07/2025;AM;PEÇAS - LINHA LEVE;ALIMENTAÇÃO;19429;1384;107;8;12736;114;72;
09/07/2025;AM;PEÇAS - LINHA LEVE;ARREFECIMENTO;12391;652;103;6;7752;105;72;
09/07/2025;AM;PEÇAS - LINHA LEVE;CARROCERIA;9670;478;98;5;6226;100;67;
09/07/2025;AM;PEÇAS - LINHA LEVE;COMANDO DE VÁLVULAS;1142;0;3;0;686;3;3;
09/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES DE FIXAÇÃO;760;75;6;1;399;8;6;
09/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES INTERNOS CABINE;589;0;2;0;389;2;2;
09/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR;14475;2365;123;8;9229;130;99;
09/07/2025;AM;PEÇAS - LINHA LEVE;CONEXÃO;441;0;3;0;251;3;3;
09/07/2025;AM;PEÇAS - LINHA LEVE;DIREÇÃO;28172;4008;363;32;17467;206;127;
09/07/2025;AM;PEÇAS - LINHA LEVE;DISTRIBUIÇÃO;2527;1733;6;1;1421;8;7;
09/07/2025;AM;PEÇAS - LINHA LEVE;ELÉTRICA;32759;807;379;14;21994;216;130;
09/07/2025;AM;PEÇAS - LINHA LEVE;EXAUSTÃO;6553;905;65;5;4276;72;49;
09/07/2025;AM;PEÇAS - LINHA LEVE;FECHAMENTO;1894;0;17;0;1122;13;11;
09/07/2025;AM;PEÇAS - LINHA LEVE;FERRAMENTAS;1234;0;28;0;692;25;18;
09/07/2025;AM;PEÇAS - LINHA LEVE;FIXAÇÃO;8266;793;255;4;5239;98;64;
09/07/2025;AM;PEÇAS - LINHA LEVE;FREIOS;10788;34;149;1;7105;84;61;
09/07/2025;AM;PEÇAS - LINHA LEVE;HIDRÁULICO;541;0;1;0;419;1;1;
09/07/2025;AM;PEÇAS - LINHA LEVE;IGNIÇÃO;28716;1134;267;7;18396;176;109;
09/07/2025;AM;PEÇAS - LINHA LEVE;ILUMINAÇÃO;22181;1366;550;14;14596;264;105;
09/07/2025;AM;PEÇAS - LINHA LEVE;INDEFINIDO;294;0;1;0;218;1;1;
09/07/2025;AM;PEÇAS - LINHA LEVE;INJEÇÃO;19373;1240;166;6;12920;112;86;
09/07/2025;AM;PEÇAS - LINHA LEVE;LUBRIFICAÇÃO;9568;1019;49;6;6673;55;45;
09/07/2025;AM;PEÇAS - LINHA LEVE;MANGUEIRAS;8402;344;107;4;4846;98;70;
09/07/2025;AM;PEÇAS - LINHA LEVE;MANUTENÇÃO;1110;0;19;0;793;3;1;
09/07/2025;AM;PEÇAS - LINHA LEVE;MATERIAIS E ACABAMENTOS;20;0;1;0;9;1;1;
09/07/2025;AM;PEÇAS - LINHA LEVE;MEDIDORES;1101;0;15;0;640;15;13;
09/07/2025;AM;PEÇAS - LINHA LEVE;MOTOR;55120;3815;655;31;37329;422;215;
09/07/2025;AM;PEÇAS - LINHA LEVE;OUTROS;127;0;6;0;94;2;2;
09/07/2025;AM;PEÇAS - LINHA LEVE;PAINEL;482;0;3;0;358;3;3;
09/07/2025;AM;PEÇAS - LINHA LEVE;PARTIDA;7558;1019;30;1;4920;31;22;
09/07/2025;AM;PEÇAS - LINHA LEVE;PICKUP/SUV;154;0;1;0;109;1;1;
09/07/2025;AM;PEÇAS - LINHA LEVE;PNEUMÁTICO;20559;0;59;0;16451;14;11;
09/07/2025;AM;PEÇAS - LINHA LEVE;POLIAS E TENSORES;8643;784;126;3;5745;98;65;
09/07/2025;AM;PEÇAS - LINHA LEVE;PROTEÇÃO;60;0;1;0;41;1;1;
09/07/2025;AM;PEÇAS - LINHA LEVE;REFRIGERACAO;21193;581;23;1;13945;20;17;
09/07/2025;AM;PEÇAS - LINHA LEVE;REPARO;1516;0;18;0;957;14;11;
09/07/2025;AM;PEÇAS - LINHA LEVE;RODA;401;21;8;1;217;10;10;
09/07/2025;AM;PEÇAS - LINHA LEVE;ROLAMENTO;7847;1522;110;6;5199;86;61;
09/07/2025;AM;PEÇAS - LINHA LEVE;SEGURANÇA;519;0;4;0;301;4;3;
09/07/2025;AM;PEÇAS - LINHA LEVE;SENSORES;28799;864;226;10;18288;211;122;
09/07/2025;AM;PEÇAS - LINHA LEVE;SINALIZAÇÃO SONORA;136;0;1;0;90;1;1;
09/07/2025;AM;PEÇAS - LINHA LEVE;SISTEMA DE CABINE;65;0;1;0;46;1;1;
09/07/2025;AM;PEÇAS - LINHA LEVE;SUSPENSÃO;244333;16867;2406;137;149847;1010;394;
09/07/2025;AM;PEÇAS - LINHA LEVE;TERMINAL;400;0;21;0;204;16;15;
09/07/2025;AM;PEÇAS - LINHA LEVE;TINTAS E REVESTIMENTOS;149;0;1;0;85;1;1;
09/07/2025;AM;PEÇAS - LINHA LEVE;TRANSMISSÃO;215769;17001;1520;83;138829;1106;428;
09/07/2025;AM;PEÇAS - LINHA LEVE;TURBOALIMENTAÇÃO;2371;0;11;0;1518;11;9;
09/07/2025;AM;PEÇAS - LINHA LEVE;UNIVERSAL;2816;0;37;0;1773;23;21;
09/07/2025;AM;PEÇAS - LINHA LEVE;VÁLVULAS;12486;678;207;7;8415;113;83;
09/07/2025;AM;PEÇAS - LINHA LEVE;VEDAÇÃO;2995;78;94;4;2026;42;40;
10/07/2025;AM;PEÇAS - LINHA LEVE;;2312;0;15;0;1487;12;11;
10/07/2025;AM;PEÇAS - LINHA LEVE;A CLASSIFICAR;3281;117;45;4;2330;32;26;
10/07/2025;AM;PEÇAS - LINHA LEVE;ACESSÓRIOS;7706;529;57;3;5022;57;38;
10/07/2025;AM;PEÇAS - LINHA LEVE;ADMISSÃO;67;0;2;0;43;2;2;
10/07/2025;AM;PEÇAS - LINHA LEVE;ALIMENTAÇÃO;18180;1972;124;7;11653;119;64;
10/07/2025;AM;PEÇAS - LINHA LEVE;ARREFECIMENTO;14748;1697;98;7;9335;101;79;
10/07/2025;AM;PEÇAS - LINHA LEVE;CARROCERIA;10436;729;94;5;6594;101;69;
10/07/2025;AM;PEÇAS - LINHA LEVE;COMANDO DE VÁLVULAS;781;251;6;3;507;6;4;
10/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES DE FIXAÇÃO;582;0;6;0;363;4;4;
10/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES DE VEDAÇÃO;213;0;3;0;118;3;3;
10/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES INTERNOS CABINE;400;0;1;0;224;1;1;
10/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR;14981;895;110;7;9316;114;79;
10/07/2025;AM;PEÇAS - LINHA LEVE;CONEXÃO;305;237;2;2;192;6;5;
10/07/2025;AM;PEÇAS - LINHA LEVE;DIREÇÃO;30191;956;379;16;18848;205;114;
10/07/2025;AM;PEÇAS - LINHA LEVE;DISTRIBUIÇÃO;9731;0;10;0;5606;10;9;
10/07/2025;AM;PEÇAS - LINHA LEVE;ELÉTRICA;37616;525;385;7;24867;214;122;
10/07/2025;AM;PEÇAS - LINHA LEVE;ESTRIBO;112;0;2;0;72;2;2;
10/07/2025;AM;PEÇAS - LINHA LEVE;EXAUSTÃO;6476;460;63;3;3926;65;39;
10/07/2025;AM;PEÇAS - LINHA LEVE;FECHAMENTO;1229;0;11;0;731;7;7;
10/07/2025;AM;PEÇAS - LINHA LEVE;FERRAMENTAS;1128;36;25;1;627;21;18;
10/07/2025;AM;PEÇAS - LINHA LEVE;FIXAÇÃO;11727;477;201;12;7531;95;56;
10/07/2025;AM;PEÇAS - LINHA LEVE;FREIOS;11968;266;185;3;7725;81;57;
10/07/2025;AM;PEÇAS - LINHA LEVE;HIDRÁULICO;740;0;5;0;456;5;5;
10/07/2025;AM;PEÇAS - LINHA LEVE;IGNIÇÃO;21552;673;220;5;13709;142;76;
10/07/2025;AM;PEÇAS - LINHA LEVE;ILUMINAÇÃO;29794;957;671;21;18753;296;119;
10/07/2025;AM;PEÇAS - LINHA LEVE;INJEÇÃO;22881;125;144;1;15318;82;56;
10/07/2025;AM;PEÇAS - LINHA LEVE;LUBRIFICAÇÃO;9004;678;51;3;6088;51;40;
10/07/2025;AM;PEÇAS - LINHA LEVE;MANGUEIRAS;4846;62;81;2;2680;73;52;
10/07/2025;AM;PEÇAS - LINHA LEVE;MATERIAIS E ACABAMENTOS;15;0;1;0;9;1;1;
10/07/2025;AM;PEÇAS - LINHA LEVE;MEDIDORES;494;0;7;0;301;7;6;
10/07/2025;AM;PEÇAS - LINHA LEVE;MOTOR;60068;3650;647;34;40637;444;221;
10/07/2025;AM;PEÇAS - LINHA LEVE;OUTROS;191;0;9;0;141;4;4;
10/07/2025;AM;PEÇAS - LINHA LEVE;PAINEL;588;29;5;1;402;7;7;
10/07/2025;AM;PEÇAS - LINHA LEVE;PARTIDA;4848;170;24;3;3265;27;26;
10/07/2025;AM;PEÇAS - LINHA LEVE;PICKUP/SUV;210;0;1;0;109;1;1;
10/07/2025;AM;PEÇAS - LINHA LEVE;PNEUMÁTICO;2108;0;19;0;1454;15;15;
10/07/2025;AM;PEÇAS - LINHA LEVE;POLIAS E TENSORES;6364;133;89;2;4159;74;57;
10/07/2025;AM;PEÇAS - LINHA LEVE;REFRIGERACAO;16695;116;14;1;11953;14;13;
10/07/2025;AM;PEÇAS - LINHA LEVE;REPARO;1943;363;20;1;1262;18;17;
10/07/2025;AM;PEÇAS - LINHA LEVE;RODA;589;0;11;0;303;11;9;
10/07/2025;AM;PEÇAS - LINHA LEVE;RODA MONTADA;641;0;1;0;533;1;1;
10/07/2025;AM;PEÇAS - LINHA LEVE;ROLAMENTO;8018;296;129;3;5273;76;59;
10/07/2025;AM;PEÇAS - LINHA LEVE;SEGURANÇA;400;0;2;0;250;2;2;
10/07/2025;AM;PEÇAS - LINHA LEVE;SENSORES;20914;1873;135;16;13435;157;101;
10/07/2025;AM;PEÇAS - LINHA LEVE;SISTEMA DE CABINE;110;0;2;0;74;1;1;
10/07/2025;AM;PEÇAS - LINHA LEVE;SUSPENSÃO;215543;10473;2097;82;133326;941;362;
10/07/2025;AM;PEÇAS - LINHA LEVE;TERMINAL;618;0;35;0;340;15;13;
10/07/2025;AM;PEÇAS - LINHA LEVE;TRANSMISSÃO;171023;16673;1310;92;108534;976;354;
10/07/2025;AM;PEÇAS - LINHA LEVE;TUBOS INTERMEDIÁRIOS;780;0;1;0;534;1;1;
10/07/2025;AM;PEÇAS - LINHA LEVE;TURBOALIMENTAÇÃO;4403;0;13;0;3181;12;12;
10/07/2025;AM;PEÇAS - LINHA LEVE;UNIVERSAL;3755;90;32;2;2596;21;16;
10/07/2025;AM;PEÇAS - LINHA LEVE;VÁLVULAS;16064;1447;235;15;10965;123;87;
10/07/2025;AM;PEÇAS - LINHA LEVE;VEDAÇÃO;1531;66;31;3;1010;25;24;
11/07/2025;AM;PEÇAS - LINHA LEVE;;4488;0;34;0;2852;19;17;
11/07/2025;AM;PEÇAS - LINHA LEVE;A CLASSIFICAR;2265;1821;54;5;1447;38;32;
11/07/2025;AM;PEÇAS - LINHA LEVE;ABASTECIMENTO;1659;0;1;0;1205;1;1;
11/07/2025;AM;PEÇAS - LINHA LEVE;ACESSÓRIOS;8438;1073;66;5;5491;66;45;
11/07/2025;AM;PEÇAS - LINHA LEVE;ADMISSÃO;295;0;4;0;171;2;2;
11/07/2025;AM;PEÇAS - LINHA LEVE;ALIMENTAÇÃO;21334;730;126;6;13928;125;78;
11/07/2025;AM;PEÇAS - LINHA LEVE;ARREFECIMENTO;18794;324;148;3;12306;112;82;
11/07/2025;AM;PEÇAS - LINHA LEVE;CARROCERIA;15051;452;136;2;10115;116;78;
11/07/2025;AM;PEÇAS - LINHA LEVE;COMANDO DE VÁLVULAS;106;0;3;0;74;2;2;
11/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES DE FIXAÇÃO;518;90;5;1;296;7;6;
11/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR;13858;1484;102;6;8814;103;78;
11/07/2025;AM;PEÇAS - LINHA LEVE;CONEXÃO;401;0;3;0;251;3;3;
11/07/2025;AM;PEÇAS - LINHA LEVE;DIREÇÃO;29308;2142;380;22;18574;211;130;
11/07/2025;AM;PEÇAS - LINHA LEVE;ELÉTRICA;39534;2511;344;12;26446;230;129;
11/07/2025;AM;PEÇAS - LINHA LEVE;ESTRIBO;45;0;1;0;26;1;1;
11/07/2025;AM;PEÇAS - LINHA LEVE;EXAUSTÃO;8093;1266;69;5;5276;65;52;
11/07/2025;AM;PEÇAS - LINHA LEVE;FECHAMENTO;449;0;7;0;290;6;6;
11/07/2025;AM;PEÇAS - LINHA LEVE;FERRAMENTAS;1227;0;30;0;787;20;16;
11/07/2025;AM;PEÇAS - LINHA LEVE;FIXAÇÃO;8499;134;186;1;5582;81;61;
11/07/2025;AM;PEÇAS - LINHA LEVE;FREIOS;13413;1035;137;5;8828;78;62;
11/07/2025;AM;PEÇAS - LINHA LEVE;HIDRÁULICO;647;334;3;1;437;5;5;
11/07/2025;AM;PEÇAS - LINHA LEVE;IGNIÇÃO;25390;1380;267;9;16435;164;97;
11/07/2025;AM;PEÇAS - LINHA LEVE;ILUMINAÇÃO;20629;1490;698;11;12981;281;110;
11/07/2025;AM;PEÇAS - LINHA LEVE;INJEÇÃO;19911;1187;125;7;13120;101;69;
11/07/2025;AM;PEÇAS - LINHA LEVE;LUBRIFICAÇÃO;7678;1133;50;4;4948;52;43;
11/07/2025;AM;PEÇAS - LINHA LEVE;MANGUEIRAS;3947;182;73;3;2323;67;54;
11/07/2025;AM;PEÇAS - LINHA LEVE;MANUTENÇÃO;174;0;3;0;125;1;1;
11/07/2025;AM;PEÇAS - LINHA LEVE;MEDIDORES;683;330;10;2;430;14;14;
11/07/2025;AM;PEÇAS - LINHA LEVE;MONITORAMENTO;248;0;1;0;179;1;1;
11/07/2025;AM;PEÇAS - LINHA LEVE;MOTOR;71565;2133;614;25;49574;396;216;
11/07/2025;AM;PEÇAS - LINHA LEVE;OUTROS;243;0;12;0;188;4;4;
11/07/2025;AM;PEÇAS - LINHA LEVE;PAINEL;407;0;2;0;247;2;2;
11/07/2025;AM;PEÇAS - LINHA LEVE;PARTIDA;5111;0;21;0;3649;20;19;
11/07/2025;AM;PEÇAS - LINHA LEVE;PICKUP/SUV;193;0;1;0;109;1;1;
11/07/2025;AM;PEÇAS - LINHA LEVE;PNEUMÁTICO;3993;0;29;0;2727;18;16;
11/07/2025;AM;PEÇAS - LINHA LEVE;POLIAS E TENSORES;6029;266;85;5;3813;81;58;
11/07/2025;AM;PEÇAS - LINHA LEVE;REFRIGERACAO;11539;0;15;0;8308;14;14;
11/07/2025;AM;PEÇAS - LINHA LEVE;REPARO;2243;0;14;0;1395;12;11;
11/07/2025;AM;PEÇAS - LINHA LEVE;RODA;163;70;5;1;74;7;7;
11/07/2025;AM;PEÇAS - LINHA LEVE;ROLAMENTO;10597;56;131;1;6845;88;68;
11/07/2025;AM;PEÇAS - LINHA LEVE;SEGURANÇA;422;0;2;0;254;2;2;
11/07/2025;AM;PEÇAS - LINHA LEVE;SENSORES;27576;2224;201;5;18092;177;117;
11/07/2025;AM;PEÇAS - LINHA LEVE;SISTEMA DE CABINE;111;0;2;0;74;1;1;
11/07/2025;AM;PEÇAS - LINHA LEVE;SUSPENSÃO;242108;13406;2200;92;153312;952;358;
11/07/2025;AM;PEÇAS - LINHA LEVE;TERMINAL;440;0;25;0;242;15;11;
11/07/2025;AM;PEÇAS - LINHA LEVE;TINTAS E REVESTIMENTOS;129;0;1;0;85;1;1;
11/07/2025;AM;PEÇAS - LINHA LEVE;TRANSMISSÃO;186597;17185;1543;110;117795;1091;395;
11/07/2025;AM;PEÇAS - LINHA LEVE;TURBOALIMENTAÇÃO;2148;0;7;0;1526;6;6;
11/07/2025;AM;PEÇAS - LINHA LEVE;UNIVERSAL;2939;111;26;2;1925;21;19;
11/07/2025;AM;PEÇAS - LINHA LEVE;VÁLVULAS;13359;1394;157;9;8470;123;82;
11/07/2025;AM;PEÇAS - LINHA LEVE;VEDAÇÃO;1814;0;91;0;1170;35;30;
12/07/2025;AM;PEÇAS - LINHA LEVE;;2276;0;20;0;1418;14;12;
12/07/2025;AM;PEÇAS - LINHA LEVE;A CLASSIFICAR;3500;227;25;1;2991;22;20;
12/07/2025;AM;PEÇAS - LINHA LEVE;ACESSÓRIOS;6028;80;47;1;3837;47;32;
12/07/2025;AM;PEÇAS - LINHA LEVE;ADMISSÃO;27;0;1;0;17;1;1;
12/07/2025;AM;PEÇAS - LINHA LEVE;ALIMENTAÇÃO;14723;776;91;4;9259;91;58;
12/07/2025;AM;PEÇAS - LINHA LEVE;ARREFECIMENTO;7888;694;74;3;4912;71;55;
12/07/2025;AM;PEÇAS - LINHA LEVE;CARROCERIA;8696;99;74;1;5541;73;49;
12/07/2025;AM;PEÇAS - LINHA LEVE;COMANDO DE VÁLVULAS;268;0;2;0;131;2;2;
12/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES DE FIXAÇÃO;316;119;3;1;155;5;5;
12/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES DE VEDAÇÃO;83;0;1;0;39;1;1;
12/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES INTERNOS CABINE;366;0;2;0;211;2;2;
12/07/2025;AM;PEÇAS - LINHA LEVE;COMPONENTES INTERNOS DO MOTOR;8380;553;70;2;5268;71;51;
12/07/2025;AM;PEÇAS - LINHA LEVE;CONEXÃO;1056;0;7;0;635;7;7;
12/07/2025;AM;PEÇAS - LINHA LEVE;DIREÇÃO;16401;501;236;11;9840;146;82;
12/07/2025;AM;PEÇAS - LINHA LEVE;DISTRIBUIÇÃO;2495;0;7;0;1809;6;6;
12/07/2025;AM;PEÇAS - LINHA LEVE;ELÉTRICA;25888;1312;271;7;16611;175;92;
12/07/2025;AM;PEÇAS - LINHA LEVE;ESTRIBO;230;0;3;0;132;3;3;
12/07/2025;AM;PEÇAS - LINHA LEVE;EXAUSTÃO;7338;250;68;2;4550;67;45;
12/07/2025;AM;PEÇAS - LINHA LEVE;FECHAMENTO;548;0;4;0;312;4;4;
